kvasd with xlambda=11.999 and fspread=0.2
-26.0 0.020
-25.5 0.089
-25.0 0.26 5:12
-24.5 0.57 5:23 
-24.0 0.83 5:30
-23.5 0.93
-23.0 0.986
-22.5 0.9952
