fspread0 0.2, BM (ntrials=0)
-22.0 0.014
-21.5 0.05
-21.0 0.17
-20.5 0.34
-20.0 0.60
-19.5 0.79
-19.0 0.94
-18.5 0.984
-18.0 0.9961
