 snr  psuccess  ntrials 10000, ntotal<72, nhard<42
-26.5 0.000  
-26.0 0.016
-25.5 0.090
-25.0 0.281
-24.5 0.581
-24.0 0.844 
-23.5 0.977
-23.0 0.998

